,Accuracy,Balanced Accuracy,F1 Score,Specificity,Parity Score Gender,Parity Score Race,Intersectional Parity Score,AUC_Gender,KL Divergence_Gender,Model
54,0.31333333333333335,0.31333333333333335,0.3869047619047619,0.19333333333333333,0.8828282828282829,0.7985617938226871,0.7541889471036742,0.5686195286195286,0.02858508573552168,FairBN
55,0.8066666666666666,0.8066666666666666,0.7986111111111112,0.8466666666666667,0.3144781144781146,0.6495775722024859,0.19626586913043087,0.8545454545454545,1.140972915744121,LabelBN
56,0.8233333333333334,0.8233333333333333,0.8072727272727273,0.9066666666666666,0.2895622895622896,0.7363202022307835,0.249125939304789,0.9103928170594837,1.1898230552096234,NBSens
57,0.85,0.85,0.8432055749128919,0.8933333333333333,0.47003367003367,0.6000003961044986,0.34407369198184756,0.8070482603815937,0.6167695206912158,NB
58,0.59,0.59,0.7050359712230216,0.2,0.8404040404040405,0.9194147447243287,0.8050212079270314,0.8057912457912456,0.23636802168845056,FRFC05
59,1.0,1.0,1.0,1.0,0.5757575757575758,0.6208521366592249,0.40843996293241647,0.7121212121212122,0.39070784420483357,Dataset
60,0.41333333333333333,0.42358914970379935,0.26666666666666666,0.6433566433566433,0.9377690100430416,0.5818081023791788,0.5356132521161157,0.5486011477761836,0.009539747619649937,FairBN
61,0.7,0.6881207964010512,0.766839378238342,0.43356643356643354,0.5989956958393113,0.6531404649240518,0.2615913349885933,0.7748834289813488,0.6647245297575168,LabelBN
62,0.7666666666666667,0.7577390762104138,0.8097826086956522,0.5664335664335665,0.4800932568149212,0.7002453533647681,0.363468744657531,0.9257083931133429,0.9712540562598935,NBSens
63,0.7433333333333333,0.7323281813727673,0.7979002624671916,0.4965034965034965,0.6025824964131994,0.7414725947684833,0.5068993815369274,0.7908446915351507,0.5793810627999924,NB
64,0.5766666666666667,0.5559440559440559,0.7120181405895692,0.11188811188811189,0.8823529411764706,0.9455927185988582,0.8676827011742996,0.8200098637015781,,FRFC05
65,1.0,1.0,1.0,1.0,0.5941535150645625,0.6962026493149984,0.4760977029082595,0.7029232424677188,0.35054584771548036,Dataset
66,0.29,0.29460470085470086,0.20817843866171004,0.4097222222222222,0.8975378703248582,0.5693536858045638,0.5122225254044241,0.5542249430269449,0.022766203956505526,FairBN
67,0.7633333333333333,0.7577457264957266,0.7977207977207977,0.6180555555555556,0.5261182358461057,0.5032569756636667,0.25045420696805265,0.8519147414987265,0.615000347525318,LabelBN
68,0.7933333333333333,0.7913995726495726,0.808641975308642,0.7430555555555556,0.19781938424415746,0.7990933369101207,0.18632121745375418,0.96161580052728,1.9597403912566578,NBSens
69,0.79,0.7844551282051282,0.8205128205128206,0.6458333333333334,0.4322802627463247,0.7347709324210996,0.38524046708316095,0.8597345725903749,0.9858576437691979,NB
70,0.57,0.5528846153846154,0.7034482758620689,0.125,0.8489208633093526,0.9318926268731706,0.8375079725978636,0.8539478975825551,,FRFC05
71,1.0,1.0,1.0,1.0,0.5538674650341837,0.7080266043114984,0.4384614746943062,0.723066267482908,0.42932018688202106,Dataset
72,0.3333333333333333,0.3378023250634715,0.2753623188405797,0.43356643356643354,0.98,0.48989099215342535,0.47319495140371726,0.5076,0.0008382374669085382,FairBN
73,0.8,0.7936394815375707,0.8295454545454546,0.6573426573426573,0.54,0.6109581308588434,0.26899122690529476,0.8365777777777779,0.603150866838051,LabelBN
