,Accuracy,Balanced Accuracy,F1 Score,Specificity,Parity Score Gender,Parity Score Race,Intersectional Parity Score,Model
213,0.9166666666666666,0.9154995331465919,0.9097472924187725,0.9738562091503268,0.4056824312174069,0.31981290261677797,0.2644018822043137,NB
214,1.0,1.0,1.0,1.0,0.4786009710483725,0.23393392465241092,0.18050347741410022,Dataset
215,0.45,0.44219189080690485,0.5244956772334294,0.3120567375886525,0.9800904977375566,0.7425050683167873,0.6131410190755406,FairBN
216,0.84,0.8362103572862305,0.8562874251497006,0.7730496453900709,0.44570135746606343,0.45030394876933355,0.22365778180385376,LabelBN
217,0.9033333333333333,0.9043891342165128,0.9067524115755626,0.9219858156028369,0.5266968325791854,0.3587110398716664,0.16759988029755257,NBSens
218,0.89,0.8918105178643115,0.8925081433224755,0.9219858156028369,0.49592760180995477,0.4267854726021625,0.24365810238112007,NB
219,1.0,1.0,1.0,1.0,0.5669683257918552,0.27875253563207814,0.18152996725162518,Dataset
220,0.48,0.4723564143853999,0.5411764705882354,0.37681159420289856,0.9503228120516499,0.7876837530371756,0.7077217769508046,FairBN
221,0.8866666666666667,0.8816425120772946,0.8999999999999999,0.8188405797101449,0.5199067431850788,0.4471308632708839,0.2540794794736634,LabelBN
222,0.9066666666666666,0.9082125603864735,0.9113924050632912,0.927536231884058,0.5451936872309899,0.34071554277382465,0.17008224911395464,NBSens
223,0.89,0.8917069243156199,0.8952380952380952,0.9130434782608695,0.5378407460545194,0.3982377183225879,0.23031971364630843,NB
224,1.0,1.0,1.0,1.0,0.5905667144906743,0.30623471090309384,0.1897117161667935,Dataset
225,0.4766666666666667,0.474389755902361,0.5341246290801187,0.36054421768707484,0.8569328760411563,0.7331210376759181,0.6072893616489375,FairBN
226,0.8866666666666667,0.8851540616246498,0.896341463414634,0.8095238095238095,0.40648523451071217,0.40581667750559336,0.1853566580096977,LabelBN
227,0.9133333333333333,0.9135654261704682,0.9139072847682119,0.9251700680272109,0.43846599260611996,0.36294791534817494,0.1633811825675736,NBSens
228,0.89,0.8900226757369614,0.8918032786885245,0.891156462585034,0.4594450135851409,0.4080699708141484,0.21500319656007827,NB
229,1.0,1.0,1.0,1.0,0.5198877555565454,0.26128910182598164,0.16512196788454236,Dataset
230,0.52,0.5176737361611311,0.5739644970414202,0.4013605442176871,0.7352094946951987,0.6112381568308203,0.47415736626946237,FairBN
231,0.8,0.7971188475390156,0.8275862068965518,0.6530612244897959,0.4726667865491817,0.3751586027494903,0.16798639410650285,LabelBN
232,0.9,0.8991596638655461,0.9056603773584905,0.8571428571428571,0.545495414493796,0.3387008898478182,0.09559036602718418,NBSens
233,0.8833333333333333,0.8822862478324663,0.8909657320872275,0.8299319727891157,0.5678834741952885,0.35515810818093363,0.11874026098033574,NB
234,1.0,1.0,1.0,1.0,0.5233770904513577,0.28153137227855074,0.1929304336412454,Dataset
235,0.5533333333333333,0.5543801946753188,0.6127167630057804,0.3973509933774834,0.5266666666666666,0.7690095884966534,0.47876941892205116,FairBN
236,0.7733333333333333,0.7743455264678429,0.8023255813953488,0.6225165562913907,0.44666666666666677,0.512222147350132,0.23530914573030437,LabelBN
237,0.85,0.8503711276056714,0.8571428571428572,0.7947019867549668,0.5733333333333333,0.341209689072138,0.14718441208667032,NBSens
238,0.85,0.8503711276056714,0.8571428571428572,0.7947019867549668,0.5733333333333333,0.341209689072138,0.14718441208667032,NB
239,1.0,1.0,1.0,1.0,0.5266666666666667,0.24674710980077197,0.17501384961267286,Dataset
240,0.51,0.5034722222222222,0.5859154929577465,0.3402777777777778,0.8498145582912552,0.8440187693329925,0.776468149197433,FairBN
